ip,timestamp,request,status,size,referrer,user_agent
50.39.100.185,28/Jul/2024:17:17:28,DELETE /blog HTTP/2.0,502,4466,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
75.141.145.234,28/Jul/2024:04:40:35,DELETE /blog HTTP/1.1,301,4549,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
192.170.163.117,13/Jul/2024:05:13:40,PUT /about HTTP/1.0,301,2546,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
188.236.46.201,09/Aug/2024:21:10:31,DELETE /blog HTTP/1.0,403,415,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
135.42.62.104,06/Aug/2024:23:30:47,POST /contact HTTP/1.1,200,3831,https://www.google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
91.245.82.48,01/Aug/2024:18:47:50,PUT /home HTTP/1.0,400,2889,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
77.27.86.216,19/Jul/2024:06:59:03,GET /products HTTP/1.1,500,3286,https://www.twitter.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
25.243.62.175,28/Jul/2024:10:45:38,PUT /blog HTTP/1.1,301,2460,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
190.97.29.1,10/Aug/2024:04:31:21,PUT /contact HTTP/2.0,403,4877,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
112.76.190.76,17/Jul/2024:20:17:35,DELETE /about HTTP/1.1,200,1755,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
38.215.80.245,17/Jul/2024:13:05:48,GET /login HTTP/1.0,502,3565,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
128.78.47.122,15/Jul/2024:09:26:54,DELETE /products HTTP/1.0,502,243,https://www.twitter.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
189.167.203.116,09/Aug/2024:05:12:33,POST /home HTTP/1.0,502,1083,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
234.51.31.254,18/Jul/2024:23:35:14,GET /login HTTP/1.1,301,945,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
151.134.95.107,07/Aug/2024:11:05:59,GET /blog HTTP/1.1,400,3448,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
243.223.14.240,28/Jul/2024:16:08:54,DELETE /signup HTTP/1.1,400,2078,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
104.48.63.167,14/Jul/2024:11:10:05,PUT /home HTTP/1.0,301,2790,https://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
134.181.30.60,11/Aug/2024:12:26:47,PUT /blog HTTP/1.1,404,1526,https://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
165.124.158.172,01/Aug/2024:08:26:18,DELETE /home HTTP/1.0,403,4357,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
236.63.193.135,30/Jul/2024:16:28:13,PUT /signup HTTP/2.0,500,237,https://www.linkedin.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
185.12.201.65,10/Aug/2024:12:22:59,POST /contact HTTP/1.1,301,1102,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
239.158.163.39,01/Aug/2024:01:34:05,PUT /blog HTTP/1.0,400,3300,https://www.twitter.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
173.211.213.10,03/Aug/2024:00:50:35,GET /home HTTP/2.0,400,4694,https://www.facebook.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
96.24.73.105,10/Aug/2024:06:44:01,GET /about HTTP/2.0,200,990,https://www.bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
245.172.28.224,06/Aug/2024:12:14:59,POST /login HTTP/2.0,404,1678,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
182.118.39.209,16/Jul/2024:18:21:37,POST /blog HTTP/1.1,400,4866,https://www.linkedin.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
155.41.163.241,27/Jul/2024:20:40:35,POST /blog HTTP/1.0,403,624,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
40.38.204.229,13/Jul/2024:01:23:03,DELETE /contact HTTP/2.0,301,4434,https://www.linkedin.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
242.136.40.54,22/Jul/2024:14:21:33,DELETE /home HTTP/1.0,400,1777,https://www.linkedin.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
208.78.228.41,18/Jul/2024:06:07:52,PUT /products HTTP/1.0,301,3593,https://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
217.73.27.178,01/Aug/2024:20:36:21,POST /products HTTP/1.1,403,2132,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
74.7.107.183,29/Jul/2024:04:06:05,GET /signup HTTP/1.0,500,2483,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
126.36.172.147,08/Aug/2024:16:16:45,GET /home HTTP/1.1,404,1109,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
194.132.4.116,06/Aug/2024:08:36:09,GET /home HTTP/1.0,400,895,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
199.218.169.6,27/Jul/2024:22:22:47,DELETE /products HTTP/2.0,502,2776,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
73.125.86.105,22/Jul/2024:12:15:03,GET /blog HTTP/1.0,502,2620,https://www.google.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
179.167.219.87,14/Jul/2024:17:18:26,POST /home HTTP/1.0,502,2931,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
63.27.79.147,05/Aug/2024:13:00:29,GET /home HTTP/1.1,400,1000,https://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
173.199.26.94,06/Aug/2024:09:31:17,GET /blog HTTP/2.0,404,3692,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
66.143.6.250,04/Aug/2024:08:32:44,PUT /products HTTP/1.1,403,920,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
21.119.137.198,30/Jul/2024:14:51:13,PUT /signup HTTP/1.0,500,4904,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
194.106.176.69,11/Aug/2024:06:55:50,POST /about HTTP/1.0,404,4098,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
160.228.19.119,28/Jul/2024:01:40:34,GET /home HTTP/1.0,301,3213,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
217.161.54.171,10/Aug/2024:11:08:54,PUT /blog HTTP/2.0,403,1895,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
60.241.162.241,16/Jul/2024:08:07:22,POST /home HTTP/1.0,200,4802,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
61.93.197.67,06/Aug/2024:22:57:55,DELETE /contact HTTP/1.0,500,2195,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
128.202.94.99,12/Jul/2024:14:37:04,PUT /about HTTP/1.1,403,486,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
157.7.194.254,04/Aug/2024:01:38:28,DELETE /contact HTTP/1.0,404,3465,https://www.linkedin.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
166.18.166.65,02/Aug/2024:03:37:03,DELETE /signup HTTP/2.0,502,4004,https://www.linkedin.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
250.3.143.225,06/Aug/2024:09:05:03,GET /login HTTP/2.0,500,4916,https://www.linkedin.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
161.213.93.209,18/Jul/2024:11:30:54,POST /products HTTP/1.1,403,4102,https://www.linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
108.159.146.200,01/Aug/2024:04:47:21,DELETE /login HTTP/1.1,404,1397,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
46.62.235.178,25/Jul/2024:09:23:13,GET /signup HTTP/2.0,301,598,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
113.163.81.237,25/Jul/2024:10:45:25,POST /products HTTP/1.0,200,4928,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
239.179.84.61,02/Aug/2024:17:00:51,GET /home HTTP/1.1,400,2262,https://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
118.170.151.190,10/Aug/2024:15:21:47,PUT /contact HTTP/1.0,400,1752,https://www.twitter.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
90.125.213.232,28/Jul/2024:14:04:39,GET /login HTTP/1.1,403,3140,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
54.130.132.76,07/Aug/2024:10:08:52,POST /contact HTTP/2.0,301,3712,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
134.241.208.189,13/Jul/2024:03:23:20,POST /login HTTP/2.0,502,591,https://www.twitter.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
110.101.255.159,19/Jul/2024:15:35:23,PUT /signup HTTP/1.0,200,2962,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
51.128.131.42,14/Jul/2024:20:52:49,GET /signup HTTP/1.1,404,4849,https://www.twitter.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
11.60.84.167,14/Jul/2024:02:33:35,GET /contact HTTP/2.0,200,4409,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
4.43.232.234,20/Jul/2024:03:12:06,DELETE /signup HTTP/2.0,500,3117,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
89.95.254.176,16/Jul/2024:17:01:39,PUT /products HTTP/2.0,200,2432,https://www.linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
137.16.76.245,02/Aug/2024:01:55:46,POST /about HTTP/1.0,301,3915,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
97.70.153.221,30/Jul/2024:01:39:14,DELETE /blog HTTP/1.0,500,4696,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
22.201.214.206,15/Jul/2024:04:59:35,POST /login HTTP/1.1,301,936,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
226.126.120.207,18/Jul/2024:05:15:34,GET /products HTTP/1.0,400,1517,https://www.bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
46.194.157.209,14/Jul/2024:05:42:56,GET /login HTTP/1.0,301,3255,https://www.linkedin.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
175.113.143.140,28/Jul/2024:15:49:27,DELETE /signup HTTP/2.0,200,1534,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
249.93.248.63,14/Jul/2024:15:52:47,PUT /login HTTP/1.1,200,3403,https://www.linkedin.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
87.101.62.140,31/Jul/2024:03:28:14,GET /home HTTP/2.0,403,2289,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
96.210.90.246,27/Jul/2024:17:58:08,PUT /blog HTTP/1.1,502,3087,https://www.google.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
161.132.67.25,22/Jul/2024:00:13:57,GET /home HTTP/2.0,301,1852,https://www.facebook.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
75.222.51.139,27/Jul/2024:03:55:00,GET /login HTTP/1.0,404,4721,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
113.205.151.8,23/Jul/2024:05:46:17,POST /signup HTTP/1.0,301,3244,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
251.0.20.248,24/Jul/2024:12:23:43,PUT /products HTTP/1.1,502,1177,https://www.linkedin.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
37.109.151.236,25/Jul/2024:19:25:04,DELETE /about HTTP/1.1,200,2378,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
142.164.170.147,15/Jul/2024:22:25:24,GET /blog HTTP/1.0,403,3438,https://www.google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
189.191.67.215,27/Jul/2024:17:27:21,PUT /contact HTTP/1.0,404,2197,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
29.22.254.59,04/Aug/2024:23:42:19,POST /products HTTP/1.1,403,3200,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
184.77.15.47,24/Jul/2024:10:23:58,GET /contact HTTP/2.0,403,268,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
233.175.247.29,25/Jul/2024:10:10:39,DELETE /login HTTP/1.1,500,1057,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
41.163.124.220,18/Jul/2024:20:05:00,POST /home HTTP/1.0,502,2809,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
104.143.64.36,23/Jul/2024:02:03:07,GET /about HTTP/1.1,502,4750,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
165.133.93.250,18/Jul/2024:01:36:16,GET /signup HTTP/1.0,301,301,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
148.183.0.171,07/Aug/2024:23:55:27,POST /products HTTP/1.0,404,2540,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
152.252.124.222,07/Aug/2024:17:45:02,DELETE /home HTTP/2.0,200,1348,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
138.149.190.178,31/Jul/2024:00:18:49,DELETE /products HTTP/1.1,400,2141,https://www.bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
157.207.201.57,22/Jul/2024:09:43:56,DELETE /about HTTP/1.1,400,4716,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
135.239.171.62,30/Jul/2024:05:07:22,POST /home HTTP/2.0,400,1445,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
201.250.248.108,19/Jul/2024:11:36:20,DELETE /contact HTTP/2.0,400,351,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
49.215.105.183,15/Jul/2024:14:18:10,DELETE /contact HTTP/1.1,404,3084,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
72.79.66.185,05/Aug/2024:19:08:12,PUT /contact HTTP/2.0,404,530,https://www.twitter.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
112.150.127.175,09/Aug/2024:16:46:17,DELETE /blog HTTP/2.0,200,2415,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
117.187.8.53,26/Jul/2024:22:05:27,GET /signup HTTP/1.0,502,2689,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
154.245.62.7,04/Aug/2024:02:35:17,PUT /products HTTP/1.1,403,2352,https://www.linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
127.229.43.137,02/Aug/2024:09:24:11,PUT /about HTTP/1.0,500,2834,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
14.71.250.187,26/Jul/2024:15:36:00,POST /contact HTTP/1.1,301,3600,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
48.76.30.126,19/Jul/2024:02:09:21,POST /login HTTP/1.1,403,256,https://www.twitter.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
176.234.246.254,21/Jul/2024:11:52:12,POST /login HTTP/1.1,500,2526,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
35.82.189.97,19/Jul/2024:03:59:15,DELETE /about HTTP/2.0,502,743,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
83.72.25.167,24/Jul/2024:21:35:52,POST /login HTTP/2.0,400,666,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
37.160.123.41,29/Jul/2024:02:44:05,POST /about HTTP/2.0,404,266,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
227.152.236.208,01/Aug/2024:08:20:20,DELETE /signup HTTP/1.1,403,4439,https://www.linkedin.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
127.137.176.10,14/Jul/2024:04:43:08,DELETE /contact HTTP/1.1,301,3227,https://www.twitter.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
199.252.58.181,04/Aug/2024:07:17:13,POST /login HTTP/1.1,404,392,https://www.twitter.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
71.114.114.221,16/Jul/2024:19:58:56,PUT /home HTTP/2.0,403,4053,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
120.49.122.8,10/Aug/2024:02:18:17,POST /signup HTTP/1.0,301,660,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
63.200.143.163,24/Jul/2024:02:18:46,GET /products HTTP/2.0,502,1275,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
10.248.72.117,14/Jul/2024:05:06:50,PUT /about HTTP/2.0,502,2518,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
179.75.167.42,29/Jul/2024:14:01:23,DELETE /blog HTTP/1.1,502,605,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
170.119.18.38,21/Jul/2024:11:35:49,POST /about HTTP/1.1,500,3844,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
50.167.142.47,03/Aug/2024:10:23:28,POST /home HTTP/2.0,301,397,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
33.81.16.105,27/Jul/2024:17:23:28,GET /products HTTP/1.1,400,4879,https://www.twitter.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
